Lista_Unique_identifiers,Summary_EN,Summary_ES
123041,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Bedaquiline is metabolised by CYP3A4 and mainly eliminated in faeces. Cabotegravir was shown to have no effect on midazolam (a sensitive CYP3A4 substrate) in healthy subjects. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses, but equivalent rilpivirine concentrations are unlikely to occur with bedaquiline. However, the product label for Cabenuva indicates that rilpivirine should be used with caution in combination with drugs with a known risk of Torsade de Pointes.",""
97344,Coadministration has not been studied. Zolpidem is metabolized mainly by CYP3A4 and to a lesser extent by CYP2C9 and CYP1A2. Darunavir/ritonavir could potentially increase zolpidem exposure which could result in increased sedation. A dosage reduction may be required.,""
97328,Coadministration has not been studied. Buspirone is metabolized by CYP3A4 but does not inhibit CYP3A4. Darunavir/ritonavir could potentially increase buspirone concentrations. A low dose of buspirone used cautiously is recommended and adjust dosage based on the clinical response.,""
97331,Coadministration has not been studied. Diazepam is metabolized to nordiazepam (by CYP3A4 and 2C19) and to temazepam (mainly by CYP3A4). Darunavir/ritonavir could potentially increase diazepam exposure by inhibition of CYP3A4. This could prolong sedation and a dosage reduction may be required.,""
97342,Coadministration is contraindicated as it may increase triazolam concentrations which may result in serious and/or life threatening reactions such as prolonged or increased sedation or respiratory depression.,""
125779,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cabergoline is extensively metabolized by the liver predominantly via hydrolysis (non-CYP mediated metabolism) and does not inhibit or induce drug metabolizing enzymes.&nbsp;,""
125782,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cabergoline is extensively metabolized by the liver predominantly via hydrolysis (non-CYP mediated metabolism) and is a substrate of P-gp. In vitro data indicate that nevirapine does not induce or inhibit P-gp in the range of clinical concentrations. No effect on nevirapine is expected as cabergoline does not inhibit or induce drug metabolizing enzymes.,""
97747,Darunavir/cobicistat coformulations (Rezolsta; Prezcobix) should not be administered with other products containing darunavir.,""
123044,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Bendroflumethiazide is eliminated by hepatic metabolism (70%, exact pathway not known) and excreted unchanged in the urine (30%). There is no evidence that bendroflumethiazide inhibits or induces CYP450 enzymes. Cabotegravir and rilpivirine do not inhibit or induce CYP or UGT enzymes or renal drug transporters at clinically relevant concentrations.",""
125783,Coadministration has not been studied but a clinically significant interaction is unlikely when cabergoline is administered as a single dose to suppress lactation. Cabergoline is extensively metabolized by the liver predominantly via hydrolysis (non-CYP mediated metabolism) and is a substrate of P-gp. Etravirine is a weak inhibitor of P-gp but no dose adjustment of cabergoline is required when cabergoline is administered as a single dose to suppress lactation. No effect on etravirine is expected as cabergoline does not inhibit or induce drug metabolizing enzymes.&nbsp;,""
97741,"Note: this interaction was studied using a darunavir/ritonavir dose lower than that licensed. Coadministration of tenofovir-DF (300 mg once daily) and darunavir/ritonavir (300/100 mg twice daily) increased darunavir Cmax (16%), AUC (21%) and Cmin (24%). Tenofovir Cmax, AUC and Cmin increased by 24%, 22% and 37%, respectively. No adjustments to the licensed doses are required. A higher risk of renal impairment has been reported in patients receiving tenofovir-DF and a ritonavir or cobicistat boosted protease inhibitor. Close monitoring of renal function and for tenofovir-associated adverse reactions is required in these patients.",""
123047,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Bepridil is metabolized by CYP2D6 (major) and CYP3A4. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses, but equivalent rilpivirine concentrations are unlikely to occur with bepridil. However, given the QT prolongation risk associated with bepridil, caution is recommended.",""
125784,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cabergoline is extensively metabolized by the liver predominantly via hydrolysis (non-CYP mediated metabolism) and does not inhibit or induce drug metabolizing enzymes.,""
123048,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Betahistine is metabolized by monoamine oxidase. ,""
97436,"Coadministration has not been studied. Imatinib is primarily metabolized by CYP3A4 and to a lesser extent by CYPs 1A2, 2D6, 2C9 and 2C19. In vitro data indicate that imatinib inhibits CYPs 3A4, 2D6, 2C9 and 2C19. The effect of darunavir/ritonavir on imatinib exposure is difficult to predict as clinical studies with CYP3A4 inhibitors have yielded differing results. Ketoconazole increased imatinib exposure; however, ritonavir (600 mg once daily for 3 days) had no significant effect on imatinib exposure. Use with caution and monitor for imatinib related side effects. Imatinib may increase exposure of CYP3A4 substrates, such as darunavir.",""
123060,"Coadministration has not been studied. Bosentan is a substrate and inducer of CYP3A4 and CYP2C9. Bosentan is unlikely to affect cabotegravir as it is metabolized mainly by UGT1A1 and to a lesser extent by UGT1A9. However, bosentan could decrease rilpivirine exposure. Thus, coadministration is contraindicated due to the potential for loss of therapeutic effect and development of resistance. ",""
123061,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Bromazepam undergoes oxidative biotransformation. Drug-drug interaction studies indicate that CYP3A4 plays a minor role in bromazepam metabolism, but other cytochromes such as CYP2D6 or CYP1A2 may also play a role. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.",""
123049,"Coadministration has not been studied. Betamethasone is metabolized by CYP3A4 and is a moderate inducer of CYP3A4 and therefore could decrease rilpivirine concentrations particularly if betamethasone is administered orally or intravenously at high doses or for a long duration, in which case coadministration is contraindicated. No effect is expected on cabotegravir as it is mainly metabolized by UGT1A1 and to a lesser extent by UGT1A9.",""
97401,"Coadministration with a combined oral contraceptive (COC) containing norgestimate/ethinylestradiol has not been studied. Norgestimate is metabolized to norelgestromin and norgestrel (possibly via CYP3A4). Atazanavir/ritonavir was shown to increase norgestimate exposure. Similarly, darunavir/ritonavir could potentially increase norgestimate exposure. When used in combined pill, the estrogen component is reduced. Given the lack of clinical data on the contraceptive efficacy, caution is recommended and additional contraceptives measures should be used in addition to oral contraception.",""
97511,"Coadministration of milk thistle (150 mg every 8 hours for 14 days) to HIV-infected subjects who had been receiving darunavir/ritonavir (600/100 mg twice daily) for at least 4 weeks, decreased darunavir AUC, Cmax and Ctrough by 14%, 17% and 6%, respectively. However, all subjects had darunavir concentrations well above the median protein-binding-adjusted IC50 of 550 ng/ml and no dose adjustment for darunavir/ritonavir appears to be necessary.",""
123052,"Coadministration has not been studied. Bexarotene is mainly metabolized by CYP3A4 and induces CYP3A4 (after repeated administration and especially at doses greater than 300 mg/m2/day). No effect is expected on cabotegravir as it is mainly metabolized by UGT1A1 and to a lesser extent by UGT1A9. However, bexarotene is expected to significantly decrease the exposure of intramuscular rilpivirine leading to potential loss of therapeutic effect and development of resistance. Thus, coadministration is contraindicated.",""
123055,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Limited human data suggest biperiden undergoes hydroxylation in the liver. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.,""
79486,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely with retinol when given alone or in multivitamins.&nbsp;A clinical study demonstrated that ritonavir, indinavir, nelfinavir and saquinavir increased activity of retinal dehydrogenase, an enzyme involved in retinoic acid synthesis. Enhanced retinal dehydrogenase activity by some protease inhibitors could increase retinoic acid concentrations. This is unlikely to be of clinical importance, unless high doses of retinol supplementation are given long term.",""
123057,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Bisoprolol is partly metabolized by CYP3A4 and CYP2D6 and partly eliminated unchanged in the urine. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.,""
97165,Coadministration may alter warfarin concentrations. Monitor INR. Data from 12 HIV- subjects showed that darunavir/ritonavir (600/100 mg twice daily) decreased exposure of S-warfarin by 21% following a single dose of warfarin (10 mg).,""
97216,"Coadministration with darunavir/ritonavir has not been studied. Linagliptin is mainly eliminated as parent compound in faeces and metabolism by CYP3A4 represents a minor elimination pathway. Coadministration of linagliptin (5 mg single dose) and ritonavir (200 mg twice daily for 3 days) increased linagliptin AUC and Cmax by 2-fold and 3-fold respectively, but these changes were not considered to be clinically relevant. Darunavir/ritonavir could potentially increase linagliptin concentrations, however, this increase is unlikely to be clinically significant as the drug is mainly eliminated unchanged and has a large safety window.",""
117011,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Inhibition of intestinal CYP3A4 by grapefruit juice is unlikely to alter significantly dolutegravir concentrations as CYP3A4 does not play a major role in dolutegravir metabolism. No interaction is expected with abacavir or lamivudine.,""
123059,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Bortezomib is mainly metabolized by CYPs 3A4 and 2C19 and to a lesser extent CYPs 1A2, 2D6 and 2C9. Bortezomib is a weak inhibitor of CYP enzymes. Cabotegravir and rilpivirine do not inhibit or induce CYP or UGT enzymes at clinically relevant concentrations. No effect is expected on cabotegravir as it is mainly metabolized by UGT1A1 and to a lesser extent by UGT1A9. A clinically relevant effect on rilpivirine concentrations is unlikely. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur when coadministered with bortezomib. However, the product label for Cabenuva indicates that rilpivirine should be used with caution in combination with drugs with a known risk of Torsade de Pointes. ",""
123062,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Budesonide is metabolized by CYP3A4. Cabotegravir was shown to have no effect on midazolam (a sensitive CYP3A4 substrate) in healthy subjects. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations.,""
123063,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Bupivacaine is predominantly metabolized via CYP3A4, however cabotegravir was shown to have no impact on midazolam (a sensitive CYP3A4 substrate) in healthy subjects. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations.",""
123064,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Buprenorphine is mainly metabolized by CYP3A4 to form the active metabolite norbuprenorphine. Cabotegravir was shown to have no effect on midazolam (a sensitive CYP3A4 substrate) in healthy subjects. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations.,""
123065,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Bupropion is primarily metabolized by CYP2B6. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.,""
123066,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Buspirone is metabolized by CYP3A4. Cabotegravir was shown to have no impact on midazolam (a sensitive CYP3A4 substrate) in healthy volunteers. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations.,""
123067,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Caffeine is mainly metabolized by CYP1A2. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.,""
123068,"Coadministration has not been studied. Calcium folinate is the calcium salt of 5-formyl tetrahydrofolic acid, an active metabolite of folinic acid. In theory, calcium could chelate with cabotegravir and potentially decrease the amount of cabotegravir available to bind to the active site of the HIV integrase. However, given that the extent of chelation is dependent on the amount of calcium, this risk is predicted to be low when administering calcium folinate in small doses at frequent intervals. No interaction is predicted with rilpivirine.",""
123069,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely with intramuscular cabotegravir and rilpivirine. Calcium is eliminated through faeces, urine and sweat. Cabotegravir, similarly to other integrase inhibitors, chelates with polyvalent cations such as calcium resulting in a reduced absorption of cabotegravir. However, there is no such interaction when cabotegravir is administered intramuscularly. No interaction is expected with rilpivirine.",""
123070,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Canagliflozin is primarily metabolised by UGT1A9 and UGT2B4. Cabotegravir and rilpivirine do not inhibit or induce UGT enzymes at clinically relevant concentrations.,""
123072,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cannabidiol is mainly metabolized by CYP3A4 and CYP2C19 and is unlikely to significantly inhibit CYP3A4, UGT1A1 or intestinal transporters in the range of doses in clinical use. Cabotegravir and rilpivirine do not inhibit or induce CYP or intestinal transporters at clinically relevant concentrations.",""
115931,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Sertraline is mainly metabolized by CYP2B6 and to a lesser extent by CYPs 2C9, 2C19, 2D6 and 3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
123073,"Coadministration has not been studied but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Tetrahydrocannabinol (THC, the psychoactive component of cannabis), is metabolized mainly by CYP2C9 and to a lesser extent by CYP3A4. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.",""
123074,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Capecitabine is activated by sequential enzyme reactions to fluorouracil. Cabotegravir does not interfere with this metabolic pathway.,""
123075,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Capreomycin is predominantly excreted via the kidneys as unchanged drug, partly by glomerular filtration and possibly partly by tubular secretion (renal transporter not identified). Cabotegravir and rilpivirine do not cause clinically relevant inhibition of renal transporters.",""
123076,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as captopril is largely excreted in the urine (40-50% as unchanged drug, the rest as disulfide and other metabolites).",""
123077,"Coadministration has not been studied with intramuscular cabotegravir and rilpivirine. Coadministration of rifampicin (600 mg once daily) and oral cabotegravir (30 mg once daily) decreased cabotegravir Cmax by 6%, AUC by 59% whereas oral clearance was increased by 2.4 fold. A similar effect is expected with carbamazepine, therefore coadministration is not recommended with intramuscular cabotegravir. In addition, carbamazepine is expected to substantially decrease rilpivirine exposure. Thus coadministration is contraindicated due to the potential for loss of therapeutic effect and development of resistance.",""
98372,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Isoflurane is almost exclusively eliminated unchanged by the lungs.,""
123081,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Carvedilol undergoes glucuronidation via UGTs 1A1, 2B4 and 2B7, and additionally metabolism via CYP2D6 and to a lesser extent CYPs 2C9 and 1A2. Cabotegravir and rilpivirine do not inhibit or induce CYP or UGT enzymes at clinically relevant concentrations.",""
123082,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Caspofungin undergoes spontaneous chemical degradation and metabolism via a non CYP-mediated pathway. In vitro data indicate that caspofungin is a substrate of the hepatic transporter OATP1B1, however cabotegravir and rilpivirine do not inhibit OATP1B1.",""
123083,Coadministration has not been studied. Cat’s claw was demonstrated to inhibit CYP3A4 in vitro. No effect is expected on cabotegravir as it is mainly metabolized by UGT1A1 and to a lesser extent by UGT1A9.Cat’s claw may increase rilpivirine exposure although to a limited extent. No dose adjustment is needed. ,""
123084,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cefalexin is predominantly eliminated unchanged via the kidneys (by glomerular filtration and tubular secretion via OAT1 and MATE1). Cabotegravir and rilpivirine do not cause clinically relevant inhibition of renal transporters.,""
123085,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cefazolin is predominantly excreted unchanged in the urine, mainly by glomerular filtration with some renal tubular secretion via OAT3. Cabotegravir and rilpivirine do not cause clinically relevant inhibition of renal transporters.",""
123087,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cefotaxime is partially metabolized by non-specific esterases. Most of a dose of cefotaxime is excreted in the urine (about 60% as unchanged drug and a further 24% as desacetyl-cefotaxime, an active metabolite). In vitro studies indicate that OATs participate to the renal elimination of cefotaxime, but cabotegravir does not cause clinically relevant inhibition of OATs. Likewise, rilpivirine does not inhibit OATs.",""
123090,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Celecoxib is metabolised mainly by CYP2C9, however, cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.",""
123094,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Chloramphenicol is predominantly metabolized by glucuronidation via UGT2B7. Cabotegravir and rilpivirine do not inhibit or induce UGT enzymes at clinically relevant concentrations.,""
125795,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cabergoline is extensively metabolized by the liver predominantly via hydrolysis (non-CYP mediated metabolism).,""
123095,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Chlordiazepoxide is extensively metabolized by hepatic microsomal enzymes but does not inhibit cytochromes. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.,""
123097,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Chlorphenamine is predominantly metabolized in the liver by CYP2D6. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.,""
123098,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Chlorpromazine is metabolized mainly by CYP2D6, but also by CYP1A2. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses, but equivalent rilpivirine concentrations are unlikely to occur with chlorpromazine. However, given the QT prolongation risk associated with chlorpromazine, caution is recommended",""
123100,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Ciclesonide is a pro-drug activated by esterases in the lungs to des-ciclesonide which then undergoes CYP3A4-mediated metabolism. Cabotegravir and rilpivirine do not interact with ciclesonide metabolism.,""
98788,"Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely.&nbsp;Doxorubicin is mainly eliminated in the bile and&nbsp;does not undergo CYP-mediated metabolism. Doxorubicin is a substrate of P-glycoprotein, however, coadministration with protease inhibitors did not modify significantly doxorubicin exposure.",""
123101,Coadministration has not been studied. Ciclosporin inhibits CYP3A4 and OATP1B1. No effect is expected on cabotegravir as it is mainly metabolized by UGT1A1 and to a lesser extent by UGT1A9. Rilpivirine is metabolised mainly by CYP3A4 and is transported by OATP1B1 and concentrations could potentially increase although to a limited extent. No dose adjustment is needed. ,""
123102,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cidofovir is eliminated renally via glomerular filtration and active renal secretion by OAT1 and OAT3. Cabotegravir does not cause clinically relevant inhibition of OAT1 or OAT3. Likewise, rilpivirine does not inhibit OATs.",""
125804,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cabergoline is extensively metabolized by the liver predominantly via hydrolysis (non-CYP mediated metabolism). Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.,""
123104,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely with intramuscular cabotegravir and rilpivirine. Rilpivirine absorption is not impaired by H2-receptor antagonists when administered intramuscularly. Cimetidine is primarily eliminated by the kidneys. ,""
123106,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Cisapride is metabolized by CYP3A4. Cabotegravir was shown to have no impact on midazolam (a sensitive CYP3A4 substrate) in healthy volunteers. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur when coadministered with cisapride. However, given the QT prolongation risk associated with cisapride, caution is recommended",""
123107,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cisatracurium undergoes mainly (80% of overall elimination) spontaneous degradation in plasma and tissues at physiological pH and temperature. ,""
123108,"Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely. Cisplatin is eliminated renally via OCT2 and MATE1. Cabotegravir and rilpivirine do not cause clinically relevant inhibition of renal transporters.",""
123109,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Citalopram is metabolized by CYPs 2C19 (38%), 2D6 (31%) and 3A4 (31%). Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses, but equivalent rilpivirine concentrations are unlikely to occur with citalopram. However, given the QT prolongation risk associated with citalopram, caution is recommended",""
125805,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cabergoline is extensively metabolized by the liver predominantly via hydrolysis (non-CYP mediated metabolism) whereas ibalizumab, a monoclonal antibody binding to the CD4 receptor, is likely to be eliminated via intracellular catabolism similarly to other monoclonal antibodies.",""
123110,"Coadministration has not been studied. Clarithromycin is a strong inhibitor of CYP3A4. No effect is expected on cabotegravir as it is mainly metabolized by UGT1A1 and to a lesser extent by UGT1A9, however, rilpivirine exposure may increase. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses, but equivalent rilpivirine concentrations are unlikely to occur with clarithromycin. However, given the QT prolongation risk associated with clarithromycin, caution is recommended. Consider alternatives such as azithromycin.",""
123112,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clindamycin is metabolized by CYP3A4. Cabotegravir was shown to have no effect on midazolam (a sensitive CYP3A4 substrate) in healthy subjects. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations.,""
123113,"Coadministration has not been studied. Clobazam is metabolised by CYP3A4 (major) and CYP2B6 and CYP2C19 (minor) to the active metabolite N-desmethylclobazam, which is metabolised by CYP2C19. Cabotegravir and rilpivirine not inhibit or induce CYP enzymes at clinically relevant concentrations. However, clobazam is a weak inducer and therefore could potentially decrease intramuscular rilpivirine exposure although to limited extent. Weak inducers are not expected to significantly affect intramuscular cabotegravir.",""
125806,"Coadministration has not been studied. Cabergoline is extensively metabolized by the liver, predominantly via hydrolysis (non-CYP mediated metabolism), and is a substrate of P-gp. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes or P-gp. No effect on fostemsavir is expected as cabergoline does not inhibit or induce drug metabolizing enzymes.",""
80966,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Paliperidone is primarily eliminated renally (possibly via OCT) with minimal metabolism occurring via CYP2D6 and CYP3A4.&nbsp;There is little potential for an interaction with lamivudine via competition for active renal transport mechanisms given the possible limited role of OCT in paliperidone’s elimination.,""
123115,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Clofazimine is largely excreted unchanged in the faeces, both as unabsorbed drug and via biliary excretion. However, rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses, but equivalent rilpivirine concentrations are unlikely to occur with clofazimine. However, the product label for Cabenuva indicates that rilpivirine should be used with caution in combination with drugs with a known risk of Torsade de Pointes.",""
123116,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clofibrate is hydrolyzed to an active metabolite, clofibric acid. Excretion of clofibric acid glucuronide is possibly performed via OAT1. Cabotegravir and rilpivirine do not cause clinically relevant inhibition of renal transporters.",""
123117,"Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely. CYP2D6 is thought to have a role in clomifene metabolism. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.",""
123119,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clonazepam is metabolized by CYP3A4 and does not induce metabolizing enzymes. Cabotegravir was shown to have no effect on midazolam (a sensitive CYP3A4 substrate) in healthy subjects. Similarly, rilpivirine has no inhibitory or inducing effects on CYP3A4.",""
123121,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clopidogrel is a prodrug that is converted to its active metabolites via CYPs 3A4, 2B6, 2C19 and 1A2. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.",""
123122,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clorazepate is rapidly converted to nordiazepam, which is then metabolized to oxazepam by CYP3A4. Cabotegravir was shown to have no impact on midazolam (a sensitive CYP3A4 substrate) in healthy volunteers. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations.",""
123123,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cloxacillin is metabolised to a limited extent, and the unchanged drug and metabolites are excreted via glomerular filtration and tubular secretion. Cabotegravir and rilpivirine do not cause clinically relevant inhibition of renal transporters.",""
123124,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Clozapine is metabolized by CYPs 1A2, 2C19, 3A4, and to a lesser extent by CYPs 2C9 and 2D6. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses, but equivalent rilpivirine concentrations are unlikely to occur with clozapine. However, the product label for Cabenuva indicates that rilpivirine should be used with caution in combination with drugs with a known risk of Torsade de Pointes",""
123125,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Cocaine is metabolized by several non CYP mediated pathways, with metabolism to norcocaine by CYP3A4 being less than 10% of the overall metabolic clearance. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur when coadministered with cocaine. However, given the QT prolongation risk associated with cocaine, caution is recommended",""
123126,"Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. Codeine undergoes predominantly direct glucuronidation, with CYP3A4 mediated metabolism accounting for only 10-15% of the overall metabolism. Cabotegravir and rilpivirine do not inhibit or induce UGT or CYP enzymes at clinically relevant concentrations. ",""
123127,"Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely. Colchicine is a substrate of CYP3A4. Cabotegravir was shown to have no effect on midazolam (a sensitive CYP3A4 substrate) in healthy subjects. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations.",""
123128,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Metabolism of vitamin D to active metabolites occurs in the liver and kidneys, and is thought to involve CYP3A4 and CYP24A1. There is little potential for an interaction with cabotegravir or rilpivirine via modulation of, or competition for, metabolic pathways. ",""
123129,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely with intramuscular cabotegravir and rilpivirine. Metabolism of vitamin D to active metabolites occurs in the liver and kidneys, and is thought to involve CYP3A4 and CYP24A1. There is little potential for an interaction with cabotegravir or rilpivirine via modulation of, or competition for, metabolic pathways. Vitamin D can be found in multivitamin preparations containing polyvalent cations but there is no risk of chelation when cabotegravir is administered intramuscularly. No interaction is expected with rilpivirine.",""
123130,"Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. Several constituents of Piper cubeba were shown to inhibit CYP3A4 in vitro. No effect is expected on cabotegravir as it is mainly metabolized by UGT1A1 and to a lesser extent by UGT1A9. Cubeb pepper could potentially increase the exposure of rilpivirine although to a limited extent. No dose adjustment is needed. ",""
123132,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely with intramuscular cabotegravir and rilpivirine. Cyanocobalamin undergoes enterohepatic recycling and is excreted almost entirely in the urine. Vitamin B12 can be found in multivitamin preparations containing polyvalent cations but there is no risk of chelation when cabotegravir is administered intramuscularly. No interaction is expected with rilpivirine.,""
