Unique_identifier,Primary_drug_id,Primary_Drug,Primary_Drug_ES,drug_trade_names,drug_class_name,drug_class_name_ES,co_drug_id,Comedication,Comedication_ES,co_drug_trade_names,co_drug_class_name,co_drug_class_name_ES,Evidence_Grade,Interaction_Status,Interaction_Status_ES,Interaction_Status_color,site_type,Last_updated,Description,Summary,Summary_ES,created_at,updated_at
118164,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2503,Suramin sodium,Suramina sódica,Germanin,Anthelmintics,Antihelmínticos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Suramin is eliminated via renal glomerular filtration. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La suramina se elimina por vía de filtración glomerular renal. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118165,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2502,Triclabendazole,Triclabendazol,Egaten,Anthelmintics,Antihelmínticos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Triclabendazole appears to be metabolized in part by CYP450 enzymes. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El triclabendazol parece metabolizarse en parte por las enzimas CYP450. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118166,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1827,Amiodarone,Amiodarona,"Cordarone, Nexterone, Pacerone",Antiarrhythmics,Antiarrítmicos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Amiodarone is metabolized by CYPs 3A4 and 2C8. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La amiodarona se metaboliza por los CYP3A4 y 2C8. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118167,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1828,Bepridil,Bepridil,Maxivate,Antiarrhythmics,Antiarrítmicos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Bepridil is metabolized by CYP2D6 (major) and CYP3A4. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El bepridil se metaboliza por los CYP2D6 (principal) y 3A4. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118168,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1829,Disopyramide,Disopiramida,"Rythmodan, Norpace",Antiarrhythmics,Antiarrítmicos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Disopyramide is metabolized by CYP3A4 (25%) and 50% of the drug is eliminated unchanged in the urine. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La disopiramida se metaboliza por el CYP3A4 (25%) y el 50% del fármaco se elimina sin cambios en la orina. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118169,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2680,Dofetilide,Dofetilida,Tikosyn,Antiarrhythmics,Antiarrítmicos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Dofetilide is metabolized to a small degree by CYP3A4 and is mainly excreted unchanged in urine. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La dofetilida se metaboliza de manera reducida por el CYP3A4 y se excreta principalmente sin cambios en la orina. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118170,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1830,Flecainide,Flecainida,Tambocor,Antiarrhythmics,Antiarrítmicos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Flecainide is metabolized mainly via CYP2D6, with a proportion of the parent drug also eliminated unchanged renally. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La flecainida se metaboliza principalmente vía CYP2D6, y una proporción del fármaco original también se elimina sin cambios por vía renal. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118171,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1831,Lidocaine (Lignocaine),Lidocaína (Lignocaína),"Germoloids HC, Perinal, Xyloproct, Akten, Anestacon, Lidoderm, Lidopen, Xylocaine, Premjact, Dequaspray, Versatis",Antiarrhythmics,Antiarrítmicos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. CYP1A2 is the predominant enzyme involved in lidocaine metabolism in the range of therapeutic concentrations with a minor contribution from CYP3A4. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. CYP1A2 es la enzima predominante involucrada en el metabolismo de la lidocaína en el rango de concentraciones terapéuticas, con una pequeña contribución del CYP3A4. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118172,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1832,Mexiletine,Mexiletina,,Antiarrhythmics,Antiarrítmicos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Mexiletine is metabolized mainly by CYP2D6 and to a lesser extent CYP1A2. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La mexiletina se metaboliza principalmente por el CYP2D6 y, en menor medida, por el CYP1A2. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118173,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1833,Propafenone,Propafenona,"Arythmol, Rythmol",Antiarrhythmics,Antiarrítmicos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Propafenone is metabolized mainly by CYP2D6 and to a lesser extent CYP1A2 and CYP3A4. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La propafenona se metaboliza principalmente por el CYP2D6 y, en menor medida, por el CYP1A2 y el CYP3A4. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118174,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1834,Quinidine,Quinidina,,Antiarrhythmics,Antiarrítmicos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Quinidine is metabolized by CYP3A4. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La quinidina se metaboliza por el CYP3A4. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118175,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1856,Amikacin,Amikacina,Amikin,Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Amikacin is eliminated by glomerular filtration. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La amikacina se elimina por filtración glomerular. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118176,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1854,Amoxicillin,Amoxicilina,"Amoxil, Augmentin, Augmentin-Duo, Co-amoxiclav, Germentin, Dispermox, Larotid, Moxatag, Prevpac",Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Amoxicillin is mainly excreted in the urine by glomerular filtration and tubular secretion. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La amoxicilina se excreta principalmente en la orina por filtración glomerular y secreción tubular. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118177,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1867,Ampicillin,Ampicilina,"Magnapen, Penbritin, Rimacillin, Principen, Ampiclox",Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Ampicillin is mainly eliminated renally, partly by glomerular filtration and partly by tubular secretion. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La ampicilina se elimina principalmente por vía renal, en parte mediante filtración glomerular y en parte mediante secreción tubular. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118178,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1835,Azithromycin,Azitromicina,"Clamelle, Zithromax, Azromax, Azasite, Zmax",Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Azithromycin is mainly eliminated via biliary excretion. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La azitromicina se elimina principalmente por vía de excreción biliar. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118179,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1883,Bedaquiline,Bedaquilina,Sirturo,Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Bedaquiline is metabolized by CYP3A4. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La bedaquilina se metaboliza por el CYP3A4. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118180,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1862,Capreomycin,Capreomicina,Capastat,Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Capreomycin is predominantly excreted via the kidneys as unchanged drug. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La capreomicina se excreta predominantemente por vía renal como fármaco inalterado. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118181,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1868,Cefalexin,Cefalexina,"Ceporex, Keflex",Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Cefalexin is predominantly eliminated unchanged renally by glomerular filtration and tubular secretion via OAT1 and MATE1. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La cefalexina se elimina predominantemente sin cambios por vía renal mediante filtración glomerular y secreción tubular a través del OAT1 y la MATE1. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118182,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1869,Cefazolin,Cefazolina,Kefzol,Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Cefazolin is predominantly excreted unchanged in the urine, mainly by glomerular filtration with some renal tubular secretion via OAT3. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La cefazolina se excreta predominantemente sin cambios en la orina, principalmente por filtración glomerular con alguna secreción tubular renal a través del OAT3. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118183,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1870,Cefixime,Cefixima,Suprax,Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Cefixime is renally excreted predominantly by glomerular filtration. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La cefixima se excreta predominantemente por vía renal mediante filtración glomerular. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118184,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1871,Cefotaxime,Cefotaxima,Claforan,Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Cefotaxime is partially metabolized by non-specific esterases. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La cefotaxima se metaboliza parcialmente por esterasas no específicas. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118185,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1872,Ceftazidime,Ceftazidima,"Fortum, Kefadim, Ceptaz, Fortaz, Tazicef, Tazidime",Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Ceftazidime is excreted predominantly by renal glomerular filtration. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La ceftazidima se excreta predominantemente por vía de filtración glomerular renal. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118186,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1873,Ceftriaxone,Ceftriaxona,Rocephin,Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Ceftriaxone is eliminated mainly as unchanged drug, approximately 60% of the dose being excreted in the urine predominantly by glomerular filtration and the remainder via the biliary and intestinal tracts. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La ceftriaxona se elimina principalmente como fármaco inalterado; aproximadamente el 60% de la dosis se excreta en la orina predominantemente por filtración glomerular y el resto a través de las vías biliares e intestinales. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118187,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1874,Chloramphenicol,Cloranfenicol,"Brochlor, Chloromycetin, Kemicetine",Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Chloramphenicol is predominantly metabolized via UDP-glucuronyltransferases, in particular UGT2B7. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El cloranfenicol se metaboliza predominantemente a través de UDP-glucuroniltransferasas, en particular la UGT2B7. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118188,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),1836,Ciprofloxacin,Ciprofloxacina,"Ciproxin, Cifloxager, Truoxin, Cetraxal, Ciloxan, Cipro, Cipro HC, Ciprodex",Antibacterials,Antibacteriales,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Ciprofloxacin is primarily eliminated unchanged by the kidneys by glomerular filtration and tubular secretion via OAT3. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La ciprofloxacina se elimina principalmente sin cambios por vía renal mediante filtración glomerular y secreción tubular a través del OAT3. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
