Unique_identifier,Primary_drug_id,Primary_Drug,drug_trade_names,drug_class_name,co_drug_id,Comedication,co_drug_trade_names,co_drug_class_name,Evidence_Grade,Interaction_Status,Interaction_Status_color,site_type,Last_updated,Description,Resumo,created_at,updated_at
118550,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1995,Pazopanib,Votrient,Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O pazopanibe é metabolizado pela CYP3A4 e, em menor grau, pelas CYPs 1A2 e 2C8. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118551,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1986,Procarbazine,"Natulan, Matulane",Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A procarbazina é metabolizada, formando azoprocarbazina, por mediação da CYP450 (primariamente CYP2B e 1A) e monoamina oxidase. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118552,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1975,Rituximab,"Rituxan, MabThera",Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O rituximabe é um anticorpo monoclonal. A eliminação é semelhante à IgG endógena e ocorre essencialmente através de catabolismo proteolítico em todo o corpo. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118553,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1996,Sorafenib,Nexavar,Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O sorafenib é metabolizado de forma moderada pela CYP3A4 e pela UGT1A9, UGT1A1. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118554,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1997,Sunitinib,Sutent,Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O sunitinib é metabolizado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118555,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1972,Tamoxifen,"Soltamox, Nolvadex",Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O metabolismo do tamoxifeno ocorre sobretudo por duas rotas: a formação de N-desmetiltamoxifeno (principalmente por mediação da CYP3A4 e CYP3A5) é a rota principal (92%) e a formação de 4-hidroxitamoxifeno (por mediação da CYP2D6 > 2C9/19, CYP3A4 e CYP2B6) é uma rota secundária (7%). O metabolismo adicional de ambos os metabólitos resulta na formação de endoxifeno, que aparentemente é o metabólito mais importante a contribuir na atividade farmacológica do tamoxifeno. O endoxifeno é formado apartir de N-desmetiltamoxifeno por mediação da CYP2D6, e apartir de 4-hidroxitamoxifeno por mediação da CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118556,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1998,Temsirolimus,Torisel,Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O temsirolímus é metabolizado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118557,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2014,Topotecan,"Hycamtin, Potactasol",Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O topotecan sofre tanto a eliminação hepática quanto a renal. A eliminação hepática envolve principalmente hidrólise não enzimática e, em menor grau, N-desmetilação mediada por CYP, bem como glucuronidação. A eliminação renal ocorre tanto por secreção ativa (principalmente por via de OAT3) quanto por filtração glomerular. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118558,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2015,Toremifene,Fareston,Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O toremifeno é metabolizado principalmente pela CYP3A4 formando N-demetiltoremifeno. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118559,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1967,Vinblastine,,Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A vimblastina é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118560,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1968,Vincristine,,Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A vincristina é metabolizada pela CYP3A5/4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118561,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2016,Vorinostat,Zolinza,Cancer Therapies,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O vorinostat é principalmente metabolizado por glucuronidação (UGT2B17) e hidrólise seguida por ß oxidação (não mediada por CYP). É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118562,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2642,Desogestrel (COC),"Isibloom, Alenvona, Alenini, Apri, Azurette, Kalliga, Bekyree, Caziant, Viorele, Cesia, Kariva, Cimizt, Cyclessa, Cyred, Kimidess, Denise, Deniselle, Desiola, Kosima, Desofemine, Desogen, VolVolnea, Desoren, Lestramyl, Emoquette, Freya, Gedarel, Leticia, Gracial, Linessa, Madeline, Marvelon, Marviol, Mercilon, Mircette, Mirvala, Munalea, Ortho-Cept, Reclipsen, Solia, Velivet",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com um contraceptivo oral combinado (COC) contendo desogestrel não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O desogestrel é um pró-fármaco que requer ativação para formar etonogestrel. A ativação para formar etonogestrel é feita pela CYP2C9 (e possivelmente CYP2C19); o metabolismo do etonogestrel é mediado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118563,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2643,Desogestrel (POP),"Aizea, Anouk, Azalia, Cerazette, Cerelle, Cevanel, Desofemono, Feanolla, Yolienne, Zelleta",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com uma pílula de desogestrel contendo apenas progestagênio (POP) não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O desogestrel é um pró-fármaco que requer ativação para formar etonogestrel. A ativação para formar etonogestrel é feita pela CYP2C9 (e possivelmente CYP2C19); o metabolismo do etonogestrel é mediado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118564,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2644,Drospirenone (COC),"Dretine, Acondro, Dretinelle, Cleosensa, Daylette, Loryna, Drospibel, Eloine, Lucette, Elvina, Elvinette, Ocella, Gianvi, Melamisa, MYA, Suzanne, Nikki, Petibelle, Sue, Syeda, Vestura, Volina, Yasmin, Yasminelle, Yaz, YAZ Flex, Yira, Yiznell , Zamine, Zarah",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com um contraceptivo oral combinado (COC) contendo drospirenona não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A drospirenona é metabolizada, em menor grau, por mediação da CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118565,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2646,Drospirenone (HRT),Angeliq,Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com drospirenona como terapia de reposição hormonal (HRT) não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A drospirenona é metabolizada, em menor grau, por mediação da CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118566,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2647,Dydrogesterone (HRT),"Femoston, Femoston Conti",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com didrogesterona como terapia de reposição hormonal (HRT) não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A didrogesterona é metabolizada formando dihidrodidrogesterona (possivelmente por mediação da CYP3A4). O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118567,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2459,Estradiol,"Alora, Bedol, Climaval, Elleste Solo, Femseven, Progynova, Sandrena, Zumenon, Fematab, Indivina, Tridestra, Climara, Delestrogen, Divigel, Elestrin, Estrace, Estraderm, Estrasorb, Estring, Estrogel, Evamist, Femring, Femtrace, Menostar, Vagifem, Vivelle-Dot, Estradot, Fematrix, Femoston, Femoston Conti, FemSeven Sequi, FemSeven Conti, Climara Pro, Fyavolv, Activella, Activelle, Amabelz, Jinteli, Climagest, Clinorette, Elleste Duet Conti, Kliogest, Elleste-Duet, Estalis, Estalis Continuous, Kliogest N, Estranor, Estro-Pause N, Evorel Conti, Kliovance, Lopreeza, Mimvey, Novofem, Nuvelle Continuous, Sequidot, Systen Conti, Trisequens, Cyclacur, Postoval",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com estradiol como terapia de reposição hormonal (HRT) não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O estradiol é metabolizado pela CYP3A4, CYP1A2, e é glucuronidado. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118568,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2458,Ethinylestradiol,"Leena, Isibloom, Alenvona, Alenini, Apri, Dretine, Azurette, Kalliga, Bekyree, Caziant, Viorele, Cesia, Kariva, Cimizt, Cyclessa, Cyred, Kimidess, Denise, Deniselle, Desiola, Kosima, Desofemine, Desogen, VolVolnea, Desoren, Lestramyl, Emoquette, Freya, Gedarel, Leticia, Gracial, Linessa, Madeline, Marvelon, Marviol, Mercilon, Mircette, Mirvala, Munalea, Ortho-Cept, Reclipsen, Solia, Velivet, Acondro, Dretinelle, Cleosensa, Daylette, Loryna, Drospibel, Eloine, Lucette, Elvina, Elvinette, Ocella, Gianvi, Melamisa, MYA, Suzanne, Nikki, Petibelle, Sue, Syeda, Vestura, Volina, Yasmin, Yasminelle, Yaz, YAZ Flex, Yira, Yiznell , Zamine, Zarah, NuvaRing, Setlakin, Circlet, Elifemme, Aidulan, Apleek, Microlite, Estinette, Enpresse, Femadiol, Femodene, Femodette, Erlibelle, Gynera, Gyselle, Harmonet, Falmina, Katya, Liosanne, Myzilra, Meliane, Fayosim, Meloden, Millinette, Milvane, Introvale, Minesse, Minulet, Mirelle, Jolessa, Myvlar, Sofiperla, Nordette, Sunya, Kurvelo, Triadene, Afirmelle, Altavera, Lessina, Amethia, Aviane, Simpesse, Ayuna, Levest, Camrese, Chateal, Levonest, Daysee, Levora, Lo Simpesse, Orsythia, Logynon, Loseasonique, Cryselle, Ovran 30, Lutera, Lybrel, Sronyx, Maexeni, Ovranette, Marlissa, Microgynon, Portia, Quartette, TriRegol, Quasense, Rigevidon, Seasonale, Trivora, Seasonique, Vienva, Xulane , Evra, Alyacen 1/35, Alyacen 7/7/7, Aranelle, Balziva, Binovum, Brevicon, Brevinor, Briellyn, Cyclafem, Cyonanz, Improvil, Junel, Larin, Low-Ogestrel, Ogestrel (USA), Loestrin, Loestrin 1.5/30, Lolo, Microgestin, Minestrin, Modicon, Necon 0.5/35, Necon 1/35, Necon 10/11, NEE 1/35, Norimin, Norinyl 1 + 35, Norinyl-1/28, Nortrel, Nylia 1/35, Nylia 7/7/7, Ortho 0.5/35, Ortho 1/35, Ortho 7/7/7, Ortho-Novum 1/35, Ortho-Novum 7/7/7, Ovysmen, Pirmella 1/35, Pirmella 7/7/7, Select 1/35, Synphase, Synphasic, Tri-Norinyl, Trinovum, Vyfemla, Zenchent, Ortho Tri-Cyclen, Ovral, Cilest, Tri-Lo-Estarylla, Cilique, Previfem, Cyclen, Estarylla, Tri-Cyclen, Lizinna, Sprintec, Mili, Ortho Cyclen, TriCilest, Tri-Estarylla, Tricira Lo, Tri-Lo-Mili, Tri-Linyah, Tri-Lo-Marzia, Tri-Lo-Sprintec, Tri-Mili, TriNessa, Tri-Previfem, Tri-Sprintec ",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração só com etinilestradiol não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O etinilestradiol é principalmente metabolizado por hidroxilação. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118569,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2648,Etonogestrel (implant),"Implanon, Nexplanon",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com um implante apenas de progestogênio contendo etonogestrel não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O etonogestrel é metabolizado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118570,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2649,Etonogestrel (vaginal ring),"NuvaRing, Circlet",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com etonogestrel como anel vaginal combinado (CVR) não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O etonogestrel é metabolizado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118571,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2650,Gestodene (COC),"Aidulan, Apleek, Estinette, Femadiol, Femodene, Femodette, Gynera, Gyselle, Harmonet, Juliperla, Katya, Liosanne, Meliane, Meloden, Millinette, Milvane, Minesse, Minulet, Mirelle, Myvlar, Sofiperla, Sunya, Triadene",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com um contraceptivo oral combinado (COC) contendo gestodeno não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O gestodeno é metabolizado pela CYP3A4 e, em menor grau, pela CYP2C9 e CYP2C19. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118572,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2651,Levonorgestrel (COC),"Setlakin, Elifemme, Microlite, Enpresse, Erlibelle, Falmina, Myzilra, Fayosim, Introvale, Jolessa, Nordette, Kurvelo, Afirmelle, Altavera, Lessina, Amethia, Aviane, Simpesse, Ayuna, Levest, Camrese, Chateal, Levonest, Daysee, Levora, Lo Simpesse, Orsythia, Logynon, Loseasonique, Ovran 30, Lutera, Lybrel, Sronyx, Maexeni, Ovranette, Marlissa, Microgynon, Portia, Quartette, TriRegol, Quasense, Rigevidon, Seasonale, Trivora, Seasonique, Vienva",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com um contraceptivo oral combinado (COC) contendo levonorgestrel não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O levonorgestrel é metabolizado pela CYP3A4 e é glucuronidado em menor grau. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118573,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2470,Levonorgestrel (Emergency Contraception),"Levonelle One Step, Fallback Solo, Levonelle, Norlevo, Plan B, Aftera, Athentia Next, Her Style, Isteranda, My Way, Next Choice, Option 2, Postinor, Prevenelle, React, Upostelle",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O levonorgestrel é metabolizado pela CYP3A4 e é glucuronidado em menor grau. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118574,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2655,Levonorgestrel (HRT),"FemSeven Conti, FemSeven Sequi, Climara Pro",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com levonorgestrel como terapia de reposição hormonal (HRT) não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O levonorgestrel é metabolizado pela CYP3A4 e é glucuronidado em menor grau. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118575,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2653,Levonorgestrel (implant),Jadelle,Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com um implante apenas de progestogênio contendo levonorgestrel não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O levonorgestrel é metabolizado pela CYP3A4 e é glucuronidado em menor grau. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118576,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2654,Levonorgestrel (IUD),"Jaydess, Levosert, Mirena, Kyleena, Liletta, Skyla",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com um dispositivo intrauterino (DIU) de levonorgestrel não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O levonorgestrel é metabolizado pela CYP3A4 e é glucuronidado em menor grau. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118577,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2652,Levonorgestrel (POP),"Norgeston, Microlut",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com uma pílula apenas de progestogênio (POP) com levonorgestrel não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O levonorgestrel é metabolizado pela CYP3A4 e é glucuronidado em menor grau. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118578,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2464,Medroxyprogesterone (depot injection),"Depo-Provera, Depo-Subq Provera, Sayana, Depo-Ralovera",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A medroxiprogesterona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
