Unique_identifier,Translation,idioma_symbol,File Name
81591,"Esta interacción no ha sido estudiada. No se cuenta con un entendimiento completo sobre el metabolismo del biperideno, pero involucra la hidroxilación. No está claro si elvitegravir/cobicistat podría aumentar la exposición al biperideno mediante la inhibición de la enzima CYP450. ",es,ES-HIV-interactions-2019-03-13.csv
81593,"No se ha estudiado la administración conjunta. La concentración plasmática de fluvastatina podría aumentar cuando se coadministra con elvitegravir/cobicistat, probablemente mediante la inhibición de BCRP y OATP1B1. En ausencia de datos farmacocinéticos, pero a la luz de un caso clínico de rabdomiólisis observado en un paciente bajo el uso de elvitegravir/cobicistat y pravastatina (no fluvastatina)/fenofibrato, se recomienda comenzar con la dosis más baja y titular hasta el efecto clínico deseado mientras se realiza un monitoreo de seguridad. ",es,ES-HIV-interactions-2019-03-13.csv
81594,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El gemfibrozil se metaboliza principalmente por la UGT2B7. No hay evidencia de que elvitegravir/cobicistat inhiba o induzca la UGT2B7. ",es,ES-HIV-interactions-2019-03-13.csv
81595,"No se ha estudiado la administración conjunta. Las concentraciones plasmáticas de pravastatina podrían aumentar cuando se coadministra con elvitegravir/cobicistat, probablemente mediante la inhibición del OATP1B1. En ausencia de datos farmacocinéticos, pero a la luz de un caso clínico de rabdomiólisis observado en un paciente bajo el uso de elvitegravir/cobicistat y pravastatina/fenofibrato, se recomienda comenzar con la dosis más baja de pravastatina y titular hasta el efecto clínico deseado mientras se realiza un monitoreo de seguridad. ",es,ES-HIV-interactions-2019-03-13.csv
81598,"La administración conjunta de rosuvastatina (dosis única de 10 mg) y elvitegravir/cobicistat (150/150 mg una vez al día) disminuyó la Cmáx y la Cmin de elvitegravir en un 6% y un 2%, y aumentó el AUC en un 2% (n=10). El AUC y la Cmáx de rosuvastatina aumentaron en un 38% y 89%, respectivamente. El aumento en la exposición a rosuvastatina es transitorio y no se considera clínicamente relevante. Las modificaciones de dosis no son necesarias cuando se administra rosuvastatina en combinación con Stribild. ",es,ES-HIV-interactions-2019-03-13.csv
81599,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación y toxicidad de ambos fármacos, hay poco potencial de interacción. La acetazolamida se excreta predominantemente sin cambios a través de la secreción tubular renal activa. Es poco probable que elvitegravir/cobicistat inhiba los OAT a nivel de concentraciones clínicamente relevantes. ",es,ES-HIV-interactions-2019-03-13.csv
81600,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación y toxicidad de ambos fármacos, hay poco potencial de interacción. La adrenalina se inactiva rápidamente, principalmente en el hígado por la catecol-O-metiltransferasa (COMT) y la monoamino oxidasa (MAO). Elvitegravir/cobicistat no interfiere con esta vía metabólica. ",es,ES-HIV-interactions-2019-03-13.csv
81603,"No se ha estudiado la administración conjunta. Al igual que con otros inhibidores de la integrasa del VIH, el elvitegravir puede estar sujeto a quelación por altas concentraciones de cationes divalentes que pueden dar como resultado concentraciones reducidas de elvitegravir. Por lo tanto, la administración se debe escalonar en al menos 4 horas a partir de suplementos minerales que contengan calcio, zinc o hierro. ",es,ES-HIV-interactions-2019-03-13.csv
81604,"Esta interacción no ha sido estudiada. Los estudios in vitro han sugerido que la transformación del clomifeno a su metabolito activo está probablemente mediada por el CYP2D6. Los datos in vitro indican que cobicistat es un inhibidor débil del CYP2D6 y, por lo tanto, podría interactuar potencialmente con el clomifeno, aunque se desconoce la importancia clínica. ",es,ES-HIV-interactions-2019-03-13.csv
81605,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación y toxicidad de ambos fármacos, hay poco potencial de interacción. El disulfiram se reduce a ácido dietilditiocarbámico, se conjuga con ácido glucurónico, se oxida a sulfato, se metila y se descompone a dietilamina y disulfuro de carbono. ",es,ES-HIV-interactions-2019-03-13.csv
81607,"La dutasterida se metaboliza principalmente por el CYP3A4. Elvitegravir/cobicistat podría potencialmente aumentar las concentraciones de dutasterida. Debido al amplio margen de seguridad de dutasterida, no se recomienda un ajuste de dosis a priori. ",es,ES-HIV-interactions-2019-03-13.csv
81609,"No se ha estudiado la administración conjunta. La isotretinoína se metaboliza principalmente por el CYP2C8 y el CYP3A4, con la participación del CYP2B6 y el CYP2C9. Elvitegravir/cobicistat podría potencialmente aumentar las concentraciones de isotretinoína por inhibición del CYP3A4. Se recomienda monitorear los efectos secundarios. ",es,ES-HIV-interactions-2019-03-13.csv
81612,"Esta interacción no ha sido estudiada. De acuerdo con los perfiles de metabolismo/eliminación y toxicidad de ambos fármacos, hay poco potencial de interacción. El metabolismo de nicorandil ocurre principalmente a través de la desnitrificación con el producto desnitratado y luego se fusiona con la vía de la nicotinamida. ",es,ES-HIV-interactions-2019-03-13.csv
81641,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación y toxicidad de ambos fármacos, hay poco potencial de interacción. El acetato de megestrol se elimina principalmente en la orina. ",es,ES-HIV-interactions-2019-03-13.csv
81614,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación de ambos fármacos, hay poco potencial de interacción. Si bien el metabolismo de la penicilamina no se ha dilucidado completamente, se cree que intervienen múltiples mecanismos y sitios de metabolismo. Por lo tanto, existe poco potencial para interacciones clínicamente significativas con elvitegravir/cobicistat mediante la modulación o la competencia por las vías metabólicas. ",es,ES-HIV-interactions-2019-03-13.csv
81615,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación de ambos fármacos, hay poco potencial de interacción cuando la pilocarpina se usa por vía oral o como gotas para los ojos. La pilocarpina se metaboliza principalmente por el CYP2A6 y las esterasas séricas. Elvitegravir/cobicistat no interfiere con esta vía metabólica. ",es,ES-HIV-interactions-2019-03-13.csv
81616,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación de ambos fármacos, hay poco potencial de interacción. El potasio se elimina por vía renal. ",es,ES-HIV-interactions-2019-03-13.csv
81619,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación de ambos fármacos, hay poco potencial de interacción. La piridostigmina se elimina principalmente sin cambios por el riñón (mediante filtración glomerular y secreción tubular activa muy probablemente por un transportador de cationes). ",es,ES-HIV-interactions-2019-03-13.csv
81620,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación de ambos fármacos, hay poco potencial de interacción. Se cree que múltiples mecanismos están involucrados en el metabolismo de la sulfasalazina, incluidas la acetilación, la hidroxilación y la glucuronidación. Por lo tanto, existe poco potencial para interacciones clínicamente significativas con elvitegravir/cobicistat mediante la modulación o la competencia por las vías metabólicas. ",es,ES-HIV-interactions-2019-03-13.csv
81621,"No se ha estudiado la administración conjunta. La tamsulosina se metaboliza principalmente por el CYP3A4 y, en menor medida, por el CYP2D6. Se predice que elvitegravir/cobicistat aumente la exposición a tamsulosina, lo que puede provocar hipotensión. Usar con precaución. ",es,ES-HIV-interactions-2019-03-13.csv
81624,"Esta interacción no ha sido estudiada. La mifepristona se metaboliza predominantemente por el CYP3A4 y, por lo tanto, elvitegravir/cobicistat podría aumentar las concentraciones de mifepristona. Se desconoce la importancia clínica de esta interacción.  Sin embargo, los pacientes deben ser monitoreados para detectar signos de toxicidad. ",es,ES-HIV-interactions-2019-03-13.csv
81625,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación y toxicidad de ambos fármacos, hay poco potencial de interacción. El misoprostol se metaboliza predominantemente a través de sistemas oxidantes de ácidos grasos y no tiene efecto sobre el CYP3A4. ",es,ES-HIV-interactions-2019-03-13.csv
81629,"No se ha estudiado la administración conjunta. Los efectos aumentados de la levodopa, incluidas las discinesias graves, se describieron en un caso clínico después del inicio de un régimen antirretroviral que contenía indinavir en un individuo que anteriormente se encontraba estable en la terapia con levodopa/carbidopa. Cuando se reintrodujo sin combinar, la monoterapia con indinavir indujo los movimientos anormales, que se resolvieron con la interrupción. No se puede excluir un efecto similar con elvitegravir/cobicistat. Se recomienda monitorización clínica de la eficacia de levodopa/carbidopa. ",es,ES-HIV-interactions-2019-03-13.csv
81631,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación y toxicidad de ambos fármacos, hay poco potencial de interacción. El pramipexol se elimina principalmente por el riñón y los datos in vitro sugieren que es un sustrato del transportador renal OCT2. Es poco probable que elvitegravir/cobicistat inhiba el OCT2 a nivel de concentraciones clínicamente relevantes. ",es,ES-HIV-interactions-2019-03-13.csv
81632,"Esta interacción no ha sido estudiada. Según los perfiles de metabolismo/eliminación y toxicidad de ambos fármacos, hay poco potencial de interacción. La vareniclina se elimina sin cambios por los riñones mediante filtración glomerular y secreción tubular activa a través del OCT2. Es poco probable que elvitegravir/cobicistat inhiba el OCT2 a nivel de concentraciones clínicamente relevantes. ",es,ES-HIV-interactions-2019-03-13.csv
81633,"No se ha estudiado la administración conjunta. La beclometasona es un profármaco que no se metaboliza por el CYP450, sino que se hidroliza mediante enzimas esterasas al metabolito altamente activo beclometasona-17-monopropionato. La administración conjunta de ritonavir (100 mg dos veces al día) aumentó el AUC y la Cmáx de beclometasona-17-monopropionato en un 108% y 67%, respectivamente. Un efecto farmacocinético similar podría ocurrir potencialmente con la administración conjunta de elvitegravir/cobicistat. Sin embargo, aunque estadísticamente significativo, el aumento de 2 veces en el AUC del metabolito activo observado con ritonavir no afectó la función adrenal. Utilice la dosis más baja posible de corticosteroides con precaución y controle sus efectos secundarios. ",es,ES-HIV-interactions-2019-03-13.csv
81635,"No se recomienda la administración conjunta con elvitegravir/cobicistat a menos que el beneficio potencial del tratamiento supere el riesgo de efectos corticosteroides sistémicos. Se han notificado efectos sistémicos de corticosteroides, incluido el síndrome de Cushing y la supresión suprarrenal en pacientes que reciben un inhibidor potente del CYP3A4 y fluticasona.  Esto también podría ocurrir con otros corticosteroides metabolizados a través del CYP3A4, por ej.  budesonida. Se debe considerar una reducción de la dosis del glucocorticoide con una estrecha monitorización de los efectos locales y sistémicos o un cambio a un glucocorticoide, el cual no sea un sustrato para el CYP3A4 (por ejemplo, beclometasona). Además, en caso de retirada de glucocorticoides, la reducción progresiva de la dosis puede tener que realizarse durante un período más extenso. ",es,ES-HIV-interactions-2019-03-13.csv
81636,"No se ha estudiado la administración conjunta. Elvitegravir/cobicistat puede aumentar las concentraciones de dexametasona y una reducción de la dosis del glucocorticoide puede ser necesaria con monitoreo de síntomas del síndrome de Cushing. Las dosis crónicas o altas de dexametasona, un inductor del CYP3A, pueden disminuir significativamente las concentraciones plasmáticas de elvitegravir y cobicistat, lo que a su vez puede provocar la pérdida del efecto terapéutico y el desarrollo de resistencia. Usar con precaución. Se deben considerar los corticosteroides alternativos. ",es,ES-HIV-interactions-2019-03-13.csv
81637,"No se ha estudiado la administración conjunta, pero puede aumentar las concentraciones de fludrocortisona. Se recomienda un monitoreo cuidadoso de los efectos adversos cuando se coadministra fludrocortisona con elvitegravir/cobicistat. ",es,ES-HIV-interactions-2019-03-13.csv
81638,"No se ha estudiado la administración conjunta. No se recomienda el uso concomitante de elvitegravir/cobicistat y glucocorticoides metabolizados por el CYP3A4 a menos que el beneficio potencial del tratamiento supere el riesgo de efectos corticosteroides sistémicos, incluidos el síndrome de Cushing y la supresión adrenal. Se deben considerar los corticosteroides alternativos, particularmente para el uso a largo plazo. Se han reportado efectos sistémicos de corticosteroides en pacientes que reciben inhibidores potentes del CYP3A4 y propionato de fluticasona inhalado o administrado por vía intranasal. Se debe considerar una reducción de la dosis del glucocorticoide con una estrecha monitorización de los efectos locales y sistémicos o un cambio a un glucocorticoide, el cual no sea un sustrato para el CYP3A4 (por ejemplo, beclometasona). Además, en caso de retirada de glucocorticoides, la reducción progresiva de la dosis puede tener que realizarse durante un período más extenso. ",es,ES-HIV-interactions-2019-03-13.csv
81639,"No se ha estudiado la administración conjunta, pero puede aumentar las concentraciones de hidrocortisona. Se recomienda un monitoreo cuidadoso de los efectos adversos cuando se coadministra hidrocortisona con elvitegravir/cobicistat. ",es,ES-HIV-interactions-2019-03-13.csv
81640,No se esperan interacciones farmacológicas clínicamente relevantes con el uso tópico de hidrocortisona. ,es,ES-HIV-interactions-2019-03-13.csv
81642,"No se ha estudiado la administración conjunta. Se han notificado efectos sistémicos de corticosteroides, incluido el síndrome de Cushing y la supresión suprarrenal en pacientes que reciben ritonavir y fluticasona administrada por inhalación.  Esto también podría ocurrir con cobicistat y otros corticosteroides metabolizados a través del CYP3A4, por ej.  mometasona. No se recomienda la administración conjunta a menos que el beneficio potencial del tratamiento supere el riesgo de efectos corticosteroides sistémicos. Se debe considerar una reducción de la dosis del glucocorticoide con una estrecha monitorización de los efectos locales y sistémicos. ",es,ES-HIV-interactions-2019-03-13.csv
81645,"No se ha estudiado la administración conjunta, pero puede aumentar las concentraciones de prednisolona. Se recomienda un monitoreo cuidadoso de los efectos adversos cuando se coadministra prednisolona con elvitegravir/cobicistat. ",es,ES-HIV-interactions-2019-03-13.csv
81648,"No se ha estudiado la administración conjunta. La triamcinolona se metaboliza por el CYP3A4 y la administración conjunta podría aumentar las concentraciones de dicho fármaco. Existen varios reportes de casos de síndrome de Cushing con el uso de inyecciones intraarticulares de triamcinolona en pacientes con IPs reforzados con ritonavir. Se ha sugerido una dosis reducida de metilprednisolona como una posible alternativa más segura a la inyección de triamcinolona, aunque no hay información suficiente para indicar si otros esteroides inyectables presentan un riesgo menor que la triamcinolona. ",es,ES-HIV-interactions-2019-03-13.csv
81653,"No se ha estudiado la administración conjunta, pero puede aumentar las concentraciones de tadalafilo y dar lugar a un incremento de los eventos adversos asociados con dicho fármaco, que incluyen hipotensión, cambios visuales y priapismo. Para la hipertensión arterial pulmonar (HAP), se debe tener precaución, lo que incluye considerar la reducción de la dosis. La información prescriptiva de EE. UU.  sugiere las siguientes modificaciones de dosis cuando se trata la HAP. En pacientes que reciben Stribild durante al menos una semana, inicie tadalafilo a 20 mg una vez al día. Aumente la dosis de tadalafilo a 40 mg una vez al día según la tolerabilidad individual. En pacientes que reciben tadalafilo, evite el uso de dicho fármaco durante el inicio de Stribild. Detenga el tadalafilo durante al menos 24 horas antes de comenzar Stribild. Después de al menos una semana tras el inicio de Stribild, reanudar el tadalafilo a 20 mg una vez al día. Aumente la dosis de tadalafilo a 40 mg una vez al día según la tolerabilidad individual. ",es,ES-HIV-interactions-2019-03-13.csv
81666,"No se ha estudiado la administración conjunta con atazanavir, pero puede aumentar las concentraciones de tadalafilo y dar lugar a un incremento de los eventos adversos asociados con el tadalafilo, que incluyen hipotensión, cambios visuales y priapismo. En pacientes que reciben atazanavir (con o sin ritonavir) durante al menos una semana, comenzar con tadalafilo a 20 mg una vez al día y aumentar a 40 mg una vez al día según la tolerabilidad individual. Para los pacientes que toman tadalafilo, evite el uso de tadalafilo cuando comience con atazanavir (con o sin ritonavir). Suspenda el tadalafilo al menos 24 horas antes de comenzar con atazanavir (con o sin ritonavir). Al menos una semana después de comenzar con atazanavir/ritonavir, reanudar el tadalafilo a 20 mg una vez al día y aumentar a 40 mg una vez al día según la tolerabilidad individual. ",es,ES-HIV-interactions-2019-03-13.csv
81669,"Usar con precaución: se espera que la administración conjunta aumente las concentraciones de tadalafilo. Para darunavir/ritonavir, la información prescriptiva de EE. UU.  para tadalafilo (Adcirca) recomendó ajustes de dosis con ritonavir en la hipertensión arterial pulmonar. En pacientes que reciben ritonavir durante al menos una semana, comience a tomar tadalafilo con 20 mg una vez al día y aumente a 40 mg una vez al día según la tolerabilidad individual.  Para pacientes con tadalafilo y comenzando ritonavir, evite el uso de tadalafilo durante el inicio de ritonavir. Detenga el tadalafilo durante al menos 24 horas antes de comenzar con ritonavir. Después de al menos una semana tras el inicio de ritonavir, reanudar el tadalafilo a 20 mg una vez al día. Aumente a 40 mg una vez al día según la tolerabilidad individual. ",es,ES-HIV-interactions-2019-03-13.csv
81673,La administración conjunta puede aumentar las concentraciones de tadalafilo. No se recomienda la administración conjunta para el tratamiento de la hipertensión arterial pulmonar en el SPC europeo. La información prescriptiva de EE. UU.  sugiere que el tratamiento de la hipertensión arterial pulmonar comience o ajuste el tadalafilo a 20 mg una vez al día y aumente a 40 mg una vez al día según la tolerabilidad individual. ,es,ES-HIV-interactions-2019-03-13.csv
81678,"Esta interacción no ha sido estudiada. El nilotinib se metaboliza por el CYP3A4 y se ha demostrado que prolonga el intervalo QT. La coadministración podría potencialmente aumentar las concentraciones del nilotinib y así incrementar el riesgo de prolongación del intervalo QT. Se debe evitar la administración conjunta con inhibidores potentes del CYP3A4, como el cobicistat. Si se requiere tratamiento, se recomienda que en lo posible se interrumpa la terapia con nilotinib. Si no es posible la interrupción transitoria del tratamiento, se indica una estrecha monitorización del individuo para la prolongación del intervalo QT. ",es,ES-HIV-interactions-2019-03-13.csv
81679,"No se ha estudiado la administración conjunta. La sitagliptina se elimina principalmente en la orina como fármaco inalterado (secreción activa por el OAT3, el OATP4C1, y la P-gp) y el metabolismo por el CYP3A4 representa una vía de eliminación menor. El metabolismo puede desempeñar un papel más importante en la eliminación de la sitagliptina, en el contexto de insuficiencia renal grave o enfermedad renal en etapa terminal (ERET). Elvitegravir/cobicistat podría potencialmente aumentar las concentraciones de sitagliptina. Sin embargo, este aumento puede no ser clínicamente significativo ya que el fármaco se elimina principalmente sin cambios y tiene una gran ventana de seguridad. El SPC europeo advierte que los inhibidores potentes del CYP3A4 podrían alterar la farmacocinética de sitagliptina en pacientes con insuficiencia renal grave o ERET, pero esto no se ha evaluado en un estudio clínico. ",es,ES-HIV-interactions-2019-03-13.csv
81680,"Dolutegravir no tiene un efecto clínicamente relevante sobre la farmacocinética del norgestimato. La administración conjunta de norgestimato (0,25 mg) y dolutegravir (50 mg dos veces al día) disminuyó la Cmáx, el AUC y la Cmin de norgestromina (el metabolito activo del norgestimato) en un 11%, 2% y 7%, respectivamente. Dolutegravir no tuvo efecto farmacodinámico sobre la hormona luteinizante (LH), la hormona folículo estimulante (FSH) y la progesterona. No es necesario ajustar la dosis de los anticonceptivos orales cuando se administra conjuntamente con dolutegravir. ",es,ES-HIV-interactions-2019-03-13.csv
81986,"No se ha estudiado la administración conjunta pero, según los perfiles metabólicos de ambos fármacos, existe poco potencial para las interacciones farmacocinéticas. ",es,ES-HIV-interactions-2019-03-13.csv
98656,"Symtuza está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH-1 y no debe administrarse con otros productos antirretrovirales.  Además, no se han establecido las dosis apropiadas de esta combinación con respecto a la seguridad, eficacia y farmacocinética de atazanavir. ",es,ES-HIV-interactions-2019-03-13.csv
81708,"El telaprevir no tiene un efecto clínicamente significativo sobre la farmacocinética de dolutegravir. La administración conjunta de telaprevir (750 mg cada 8 horas) y dolutegravir (50 mg una vez al día) aumentó la Cmáx, el AUC y la Cmin de dolutegravir en un 19%, 25% y 40%, respectivamente. En comparación con los datos históricos, dolutegravir no pareció afectar la farmacocinética de telaprevir. No es necesario ajustar la dosis. ",es,ES-HIV-interactions-2019-03-13.csv
81989,"No se ha estudiado la administración conjunta pero, según los perfiles metabólicos de ambos fármacos, existe poco potencial para las interacciones farmacocinéticas. El etonogestrel se metaboliza por el CYP3A4.  Sin embargo, no se espera que el dolutegravir inhiba o induzca las enzimas CYP450 en concentraciones clínicamente relevantes. ",es,ES-HIV-interactions-2019-03-13.csv
82574,No se ha estudiado la administración conjunta. La quinina se metaboliza ampliamente por el CYP3A4. El cobicistat podría potencialmente aumentar las concentraciones de quinina. Monitoree de cerca los efectos adversos. ,es,ES-HIV-interactions-2019-03-13.csv
81928,Stribild (una coformulación que contiene elvitegravir/cobicistat) está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH 1 y no debe administrarse con otros productos antirretrovirales. ,es,ES-HIV-interactions-2019-03-13.csv
81930,"No se ha estudiado la administración conjunta. La delavirdina, un inhibidor del CYP3A4, podría aumentar las concentraciones de dolutegravir, aunque en un grado moderado ya que el CYP3A4 no juega un papel importante en el metabolismo de dolutegravir. No se recomienda un ajuste de dosis a priori. ",es,ES-HIV-interactions-2019-03-13.csv
81985,"No se ha estudiado la administración conjunta pero, en función de los perfiles de metabolismo/eliminación y toxicidad de ambos fármacos, existe poco potencial de interacción. Desogestrel es un profármaco cuya activación al etonogestrel se da mediante el CYP2C9 (y posiblemente por el CYP2C19), el cual luego se metaboliza por el CYP3A4. No se espera que dolutegravir inhiba o induzca las enzimas CYP450 en concentraciones clínicamente relevantes. ",es,ES-HIV-interactions-2019-03-13.csv
81990,"No se ha estudiado la administración conjunta pero, según los perfiles metabólicos de ambos fármacos, existe poco potencial para las interacciones farmacocinéticas. El levonorgestrel se metaboliza por el CYP3A4.  Sin embargo, no se espera que el dolutegravir inhiba o induzca las enzimas CYP450 en concentraciones clínicamente relevantes. ",es,ES-HIV-interactions-2019-03-13.csv
81993,"No se ha estudiado la administración conjunta pero, según los perfiles metabólicos de ambos fármacos, existe poco potencial para las interacciones farmacocinéticas. La noretisterona se metaboliza por el CYP3A4.  Sin embargo, no se espera que el dolutegravir inhiba o induzca las enzimas CYP450 en concentraciones clínicamente relevantes. ",es,ES-HIV-interactions-2019-03-13.csv
82578,No se ha estudiado la administración conjunta. El aripiprazol se metaboliza por el CYP3A4 y el CYP2D6. El cobicistat podría potencialmente aumentar las concentraciones de aripiprazol. Monitoree los efectos adversos y disminuya la dosis de aripiprazol si es necesario. ,es,ES-HIV-interactions-2019-03-13.csv
82236,"Esta interacción no ha sido estudiada. Se debe evitar la administración conjunta con inhibidores potentes del CYP3A4. La tolterodina se metaboliza principalmente por el CYP2D6, y el CYP3A4 tiene un papel importante en los metabolizadores lentos del CYP2D6. No se recomienda la administración conjunta debido al aumento de las concentraciones de tolterodina en los metabolizadores lentos del CYP2D6 con el consiguiente riesgo de sobredosis. ",es,ES-HIV-interactions-2019-03-13.csv
82239,"La administración conjunta está contraindicada con inhibidores potentes del citocromo P450 3A4. Es probable que la administración conjunta aumente las concentraciones de ivabradina, lo que puede estar asociado con el riesgo de bradicardia excesiva. ",es,ES-HIV-interactions-2019-03-13.csv
82210,"No se ha estudiado la administración conjunta, pero no se espera ningún efecto sobre la exposición al dolutegravir. ",es,ES-HIV-interactions-2019-03-13.csv
82213,"No se ha estudiado la administración conjunta. El probenecid se metaboliza por las enzimas CYP en un grado limitado y, aunque la administración con atazanavir podría aumentar las concentraciones de probenecid a través de la inhibición de las enzimas CYP, es poco probable que sea clínicamente significativo. Los datos in vitro sugieren que probenecid es un inhibidor no selectivo de la UGT y la administración conjunta podría aumentar las concentraciones de atazanavir. Monitorear la hiperbilirrubinemia. ",es,ES-HIV-interactions-2019-03-13.csv
82214,"No se ha estudiado la administración conjunta. El probenecid se metaboliza por las enzimas CYP en un grado limitado y, aunque la administración con darunavir podría aumentar las concentraciones de probenecid a través de la inhibición de las enzimas CYP, es poco probable que sea clínicamente significativo. ",es,ES-HIV-interactions-2019-03-13.csv
82218,"No se ha estudiado la administración conjunta. El probenecid se metaboliza por las enzimas CYP en un grado limitado y, aunque la administración con nelfinavir podría aumentar las concentraciones de probenecid a través de la inhibición de las enzimas CYP, es poco probable que sea clínicamente significativo. ",es,ES-HIV-interactions-2019-03-13.csv
82222,"No se ha estudiado la administración conjunta. El probenecid se metaboliza por las enzimas CYP en un grado limitado y, aunque la administración con cobicistat podría aumentar las concentraciones de probenecid a través de la inhibición de las enzimas CYP, es poco probable que sea clínicamente significativo. ",es,ES-HIV-interactions-2019-03-13.csv
82223,"No se ha estudiado la administración conjunta. El probenecid se metaboliza por las enzimas CYP en un grado limitado y, aunque la administración con delavirdina podría aumentar las concentraciones de probenecid a través de la inhibición de las enzimas CYP, es poco probable que sea clínicamente significativo. ",es,ES-HIV-interactions-2019-03-13.csv
82275,"No se ha estudiado la administración conjunta. El macitentan se metaboliza principalmente por el CYP3A4 y, en menor medida, por los CYP 2C19, 2C9 y 2C8. Atazanavir y atazanavir/ritonavir podrían potencialmente aumentar la exposición al macitentan. Es de destacar que, dado que el macitentan no es un sustrato de los OATP, se espera que la magnitud de la interacción sea menor que la observada con el bosentano. No se recomienda un ajuste de dosis a priori, pero se debe tener precaución cuando se administra macitentán concomitantemente con inhibidores potentes del CYP3A4. ",es,ES-HIV-interactions-2019-03-13.csv
82276,"No se ha estudiado la administración conjunta. El macitentan se metaboliza principalmente por el CYP3A4 y, en menor medida, por los CYP 2C19, 2C9 y 2C8. Darunavir/ritonavir podría aumentar la exposición al macitentan. Es de destacar que, dado que el macitentan no es un sustrato de los OATP, se espera que la magnitud de la interacción sea menor que la observada con el bosentano. No se recomienda un ajuste de dosis a priori, pero se debe tener precaución cuando se administra macitentán concomitantemente con inhibidores potentes del CYP3A4. ",es,ES-HIV-interactions-2019-03-13.csv
82280,"No se ha estudiado la administración conjunta. El macitentan se metaboliza principalmente por el CYP3A4 y, en menor medida, por los CYP 2C19, 2C9 y 2C8. El nelfinavir podría potencialmente aumentar la exposición al macitentan. Es de destacar que, dado que el macitentan no es un sustrato de los OATP, se espera que la magnitud de la interacción sea menor que la observada con el bosentano. No se recomienda un ajuste de dosis a priori, pero se debe tener precaución cuando se administra macitentán concomitantemente con inhibidores potentes del CYP3A4. ",es,ES-HIV-interactions-2019-03-13.csv
82333,"No se ha estudiado la administración conjunta. La delavirdina se metaboliza a través del CYP3A4 y el 2C9 y una interacción clínicamente significativa es poco probable, ya que sofosbuvir no afecta las enzimas CYP. El sofosbuvir es un profármaco y es poco probable que las comedicaciones afecten la formación de su metabolito activo. ",es,ES-HIV-interactions-2019-03-13.csv
82284,"No se ha estudiado la administración conjunta. El macitentan se metaboliza principalmente por el CYP3A4 y, en menor medida, por los CYP 2C19, 2C9 y 2C8. Elvitegravir/cobicistat podría potencialmente aumentar la exposición al macitentan. Es de destacar que, dado que el macitentan no es un sustrato de los OATP, se espera que la magnitud de la interacción sea menor que la observada con el bosentano. No se recomienda un ajuste de dosis a priori, pero se debe tener precaución cuando se administra macitentán concomitantemente con inhibidores potentes del CYP3A4. ",es,ES-HIV-interactions-2019-03-13.csv
82285,"No se ha estudiado la administración conjunta. El macitentan se metaboliza principalmente por el CYP3A4 y, en menor medida, por los CYP 2C19, 2C9 y 2C8. La delavirdina podría potencialmente aumentar la exposición al macitentan. Es de destacar que, dado que el macitentan no es un sustrato de los OATP, se espera que la magnitud de la interacción sea menor que la observada con el bosentano. No se recomienda un ajuste de dosis a priori, pero se debe tener precaución cuando se administra macitentán concomitantemente con inhibidores potentes del CYP3A4. ",es,ES-HIV-interactions-2019-03-13.csv
82297,No se ha estudiado la administración conjunta y no se recomienda. Se espera un aumento de las concentraciones plasmáticas de simeprevir debido a la inhibición del CYP3A4 por delavirdina. ,es,ES-HIV-interactions-2019-03-13.csv
82298,"No se recomienda la coadministración de simeprevir con inhibidores de la proteasa del VIH reforzados o no reforzados con ritonavir, ya que puede dar lugar a concentraciones alteradas de simeprevir debido a la inhibición del CYP3A o a la inducción por el IP del VIH. ",es,ES-HIV-interactions-2019-03-13.csv
82299,"No se recomienda la administración conjunta, ya que provocó el aumento en las concentraciones plasmáticas de simeprevir debido a la inhibición del CYP3A por darunavir/ritonavir. Se estudió la administración conjunta de darunavir/ritonavir (800/100 mg una vez al día durante 7 días) y simeprevir (150 mg una vez al día solo, 50 mg una vez al día en combinación) en 25 sujetos. En combinación, la Cmáx, el AUC y la Cmin de simeprevir aumentaron 1,79, 2,59 y 4,58 veces en comparación con 150 mg administrado solo (tenga en cuenta que se esperarían concentraciones más altas si la dosis autorizada de simeprevir se administrara en combinación). La Cmáx, el AUC y la Cmin de darunavir aumentaron en un 4%, 18% y 31%, respectivamente. La Cmáx, el AUC y la Cmin de ritonavir aumentaron en un 23%, 32% y 44%, respectivamente. ",es,ES-HIV-interactions-2019-03-13.csv
